Sentence,Label
 ,1
=20,1
"Eric Snow , G PHI - Rude Boys (Not) Updated 12/06/00=20",1
The 76ers will be without Snow for six to eight weeks after a CT scan=20Wednesday showed a stress fracture in his right ankle.,1
"He was second on the==20team with a career-high 12.2 ppg, and led the Sixers with 6.6 assists per==20contest.",1
"Although Philadelphia sports a deep roster, one can't help but=20assume this will have an impact on the team's fortunes for Fantasy purposes=.",1
=20,1
"Chris Dudley , C PHO - Free Agent Updated 12/06/00=20",1
Dudley will travel with the Suns on their end of the week road-trip that==20starts in Milwaukee Thursday.,1
 He will most likely be questionable for all==20the games.,1
 ,1
Look for him to finally return to action next week.,1
 With Dudle=y=20out of the lineup Corie Blount and rookie Daniel Santiago will continue to==20get playing time.,1
 ,1
"With the lack of depth at center, Dudley's rebounding=20makes him a starter on your Fantasy team if you are using a reserve in his==20position.",1
  ,1
=20,1
"Chris Mills , F GS - Free Agent Updated 12/06/00=20",1
Mills is doubtful for Wednesday's game against the Lakers because of pain =in=20his right ankle.,1
 ,1
He was scheduled to see a foot specialist on Tuesday and==20underwent surgery last season to remove bone spurs from the ankle.,1
 ,1
Sit Mil=ls=20on your Fantasy bench for now.  ,1
If you are playing in a small league drop h=im=20from your roster and add another forward.,1
   ,1
=20,1
"Ron Mercer , G CHI - The Old School Fools Updated 12/06/00=20",1
Mercer sat out of Tuesday's game against the T'Wolves because of the flu.,1
=,1
=20Corey Benjamin started at shooting guard in place of Mercer.,1
 Mercer's stat=us=20for Wednesday's game is up in the air.,1
 He has been a major disappointment =so=20far this season.,1
" If you play in a deep Fantasy league keep him on your=20roster, if you are in a smaller one look to make an upgrade at guard.",1
 The==20way Mercer has been producing you shouldn't have a hard time finding a bett=er=20guard.,1
  ,1
=,1
20More Updates=20,0
Breakdown?Schedule?=20,0
 ,1
Farragut Academy =20  Player =20,0
 ,1
"Pos =20  Points =20  Best, Travis =20 G=20 129.5=20  ",0
"Bradley, Shawn =20 C=20 69.0=20  Garnett, Kevin =20 F=20 126.0=20  ",0
"Hughes, Larry =20 G=20 120.5=20  ",0
"O'Neal, Jermaine =20 F=20 112.0=20  ",0
"Rose, Jalen =20 G=20 150.0=20",0
[IMAGE]=20  TOTAL =20 ?=20  707.0 =20,0
"[IMAGE]=20 Cassell, Sam =20 G=20 79.5=20",0
 ,1
"Fortson, Danny =20 F=20 0.0=20  Martin, Kenyon =20 F=20 99.5=20  ",0
"McGrady, Tracy =20 G=20 102.0=20  ",0
"Odom, Lamar =20 F=20 84.5=20  ",0
"Olowokandi, Michael =20 C=20 53.5=20[IMAGE]  at Tribe Called PLove =20  Player =20  Pos =20  Points =20  ",0
"Allen, Ray =20 G=20 94.5=20  ",0
"Armstrong, Darrell =20 G=20 51.5=20  ",0
"Battie, Tony =20 C=20 41.0=20  ",0
"Bryant, Kobe =20 G=20 180.0=20  ",0
"Camby, Marcus =20 C=20 124.5=20  ",0
"Ewing, Patrick =20 C=20 57.5=20  ",0
"Mashburn, Jamal =20 F=20 62.5=20  ",0
"Nowitzki, Dirk =20 F=20 155.5=20  ",0
"Outlaw, Bo =20 F=20 22.0=20  ",0
"Wallace, Rasheed =20 F=20 70.5=20  ",0
"Webber, Chris =20 F=20 168.5=20  ",0
"Wesley, David =20 G=20 99.5=20",0
[IMAGE]=20  TOTAL =20 ?=20  1127.5 =20,0
[IMAGE]=20 ?=20 ?=20 ?=20Copyright 2000 Commissioner.COM Inc and SportsLine.com Inc.,0
Your site is always at http://basketball.commissioner.com/efbaBK10SP,0
Amazon.com logo,0
	your account,0
"	Thanks for your order, Eric P. Bass!    	",0
"If you ordered several items to be delivered to the same address, we might send them in separate boxes to ensure quicker service.",0
But don't worry: you won't be charged any extra shipping fees.,0
  	Thanks again  for shopping with us.   	Amazon.com  Customer Service 	Manage Your Account:    	Did you know you can view and edit your orders online?,0
Click on Your Account to: 	Track order status   	Combine orders  	Change payment options  	Edit shipping address  	Cancel unshipped items  	Change gift messaging   	do much more...  	Purchasing Information:  	Your  purchase reads as follows:   	E,1
-mail  Address:??ebass@enron.com   	  ,1
"Billing Address: ?? 	Eric P. Bass	2302 Travis St.	#8225	Houston, TX 77006	USA	713.853.0977 	  ",1
Subtotal: 	  ? 	  $   240.28,1
	  ,1
Shipping & Handling:?????????  	  ? 	  $    17.53 	,1
Shipping Savings: 	- 	$    17.53 	?,1
	,1
Total Before Tax: 	? 	$   240.28 	Tax:,1
	? 	$     0.00 	?	Purchase Total: 	? 	$   240.28 	?,1
" Order Summary: 	Order #1: (Order #107-2036018-9394966) 	Eric P. Bass	2302 Travis St. 	#8225	Houston, TX  77006	USA	Shipping method: Standard Shipping	Shipping preference: Ship when all items are available.   	[",1
IMAGE],0
"	1 	 ""How to Cook Everything : Simple Recipes for Great Food"" 	Mark Bittman, Alan Witschonke(Illustrator); Hardcover; @ $23.99 each",1
	Usually available in 24 hours	,1
[IMAGE],0
"	1 	 ""Flags of Our Fathers"" 	James Bradley, Ron Powers(Contributor); Hardcover; @ $14.97 each 	Usually available in 24 hours	",1
[IMAGE],0
	,1
"1 	 ""Ben Hogan's Five Lessons : The Modern Fundamentals of Golf"" 	Ben Hogan, et al; Paperback; @ $9.60 each 	Usually available in 24 hours	",1
[IMAGE],0
"	1 	 ""The O'Reilly Factor : The Good, Bad, and Completely Ridiculous in American Life"" 	Bill O'Reilly; Hardcover; @ $13.80 each 	Usually available in 24 hours	[",1
IMAGE],0
	,1
"1 	 ""50 Worldwide Gold Hits: Volume 1, Parts 1 & 2"" 	Elvis Presley; Audio CD; @ $26.97 each 	Usually available in 24 hours	[",1
IMAGE],0
	,1
"1 	 ""To Be Continued... [BOX SET]"" 	Elton John; Audio CD; @ $48.98 each 	Usually available in 2-3 days	",1
[IMAGE],0
	,1
"1 	 ""The Princess Bride"" 	Cary Elwes; DVD; @ $13.99 each 	Usually available in 2-3 days	",1
[IMAGE],0
"	1 	 ""Henckels International Fine Edge Pro 7-Piece Knife Set with Block"" 	Kitchen; @ $59.99 each 	Usually available in 24 hours	[",1
IMAGE],0
"	1 	 ""Hoffritz 6-Piece Stainless Steel Bar Tool Set w/ Rack"" 	Kitchen; @ $27.99 each 	Usually available in 24 hours	",1
You can make changes to any unshipped orders in  Your Account.,0
"If you've explored the links on that page but still need to get in touch with us about your order, e-mail us at orders@amazon.com.  	Thanks again for shopping at Amazon.com!   	Amazon.com	Earth's Biggest Selection  	Some Ideas for Your Next Visit:	 [IMAGE] Ben Hogan's Power Golf 	by Ben Hogan 	Our Price: $5.85	 ",0
"[IMAGE]Harvey Penick's Little Red Book 	by Harvey Penick, et al",0
	Our Price: $8.00	,1
[IMAGE] See All Your Recommendations  	unsubscribe,0
icon?Prefer not to receive HTML Mail?,0
Click here	,0
Free Shipping	?,0
	Best of 2000,0
 ,0
Our  customers and editors have chosen! Check  out the results. 	?	Give the Gift of Choice	Send an Amazon.com gift certificate with one of our free e-cards.	?	Create a Wish List And  see what 	magic it brings.	Click here  for details.,0
 	?,0
?,0
?,0
[IMAGE]SuperBowl.com Playoff Challenge --,0
Experience the NFL playoffs like never before.,0
Select a team of 8 players and follow their performance from Wild Card week to the Big Game on Jan. 28.,0
Maybe your team will be the big winner come Super Bowl Sunday!,0
"Click here to play for FREE.The tab for SportsLine's FREE Fantasy Football is being picked up by Miller Lite, our favorite beer around here.",0
Check them out offline at your local bar or online with us.,0
Grab a Miller Lite.,0
It's Miller Time!Half time at the Super Bowl doesn't offer you more fireworks than the savings at Half.com.,0
 ,1
"Check out Half.com for HALF price on Music, Books, Movies & Games!Win The Fantasy Football Trip Of A Lifetime!",0
Love to surf the cbs.sportsline.com site?,0
You could win a 4-day/3-night weekend in Florida to attend Cris Carter's FAST Program in Florida!,0
Click here to get started now!Brought to you,0
bySponsorship BarYou are receiving these e-reports because you have signed up for CBS SportsLine Fantasy Football.,0
" To customize, reschedule, or turn off these reports please  click here  ",0
Player Updates?NFL Reports?,0
 ,1
Latest NFL Player News  ,1
"Chris Warren , RB PHI - Free Agent Updated 12/10/00  ",1
"Warren arrived in Philadelphia on Friday, and practiced with the Eagles on Saturday.",1
"Although he hasn't had a lot of time to get familiar with the offensive scheme, he could get some action against Cleveland on Sunday.",1
"We wouldn't recommend starting him during the Fantasy playoffs this week, however.",1
  ,1
"Ricky Watters , RB SEA - The Snake Pit Updated 12/10/00",1
 ,1
"Although Watters didn't practice all week because of a bad case of turf toe, Seattle Coach Mike Holmgren said he will start Sunday against Denver.",1
Watters is not on the injury report and medical reports say the toe is fine.,1
"  Rian Lindell , K SEA - Free Agent Updated 12/08/00  Lindell is a sleeper pick at kicker this week.",1
"Seattle should roll up good numbers against the Denver defense, which has underachieved for most of the year.",1
"   Sean Dawkins , WR SEA - Thrill Kill Cult Updated 12/08/00  Dawkins has been inconsistent all year long.",1
"But the Broncos' pass defense is one of the most vulnerable units in football, and the Seattle WR has a chance to shine this week.",1
   ,1
"Seahawks , DT SEA - Free Agent Updated 12/08/00  Avoid Seattle's defense at all costs this week.",1
"Last time the Seahawks faced Denver, Mike Anderson rushed for nearly 200 yards and WR Rod Smith embarrassed them with 78 rushing yards on just three carries.",1
"  John Carney , K SD - Free Agent Updated 12/08/00  Carney won't be much of a factor this week.",1
San Diego will have a very hard time moving the ball into Baltimore's end of the field.,1
"  Freddie Jones , TE SD - Ramiro Updated 12/08/00  Jones might have a quiet outing this week.",1
Baltimore is very aware he is San Diego's top offensive option and will look to shut him down quickly.,1
"  Terrell Fletcher , RB SD - Fear Updated 12/08/00  ",1
Don't expect much from Fletcher this week.,1
The true strength of Baltimore's defense is its ability to squash the run.,1
The Ravens have shut down much more decorated backs all season long.,1
"   Ryan Leaf , QB SD - Free Agent Updated 12/08/00  ",1
"After an interception-filled performance last week, Leaf is in for more problems on Sunday.",1
The Ravens' stellar defense will surely knock him around all day and Leaf will surely make some frustrating turnovers.,1
Under no cirumstances should you start him.,1
    ,1
"Chargers , DT SD - Free Agent Updated 12/08/00  ",1
"The Chargers might be able to contain RB Jamal Lewis this week, but the overworked and undermanned secondary will be torn apart by Trent Dilfer and speedsters such as Qadry Ismail and Pat Johnson.",1
   ,1
"Raiders , DT OAK - The Rounders Updated 12/08/00  ",1
Don't expect a solid performance from the Raiders' defense this week.,1
"Charles Woodson will have trouble with Wayne Chrebet, and Curtis Martin might be able to outrun the LBs on pitches and sweeps.",1
"  Andre Rison , WR OAK - Free Agent Updated 12/08/00  ",1
The inconsistent Rison might show off his best form this week.,1
He will be too much for the Jets to handle on passing downs and should be a key third-down target.,1
"  Sebastian Janikowski , K OAK - Mean Machine Updated 12/08/00  ",1
The erratic Janikoswki will get a good amount of chances to kick this week.,1
The Raiders will move the ball in the air but might sputter against the Jets in the red zone.,1
"   Tim Brown , WR OAK - Ramiro Updated 12/08/00  Expect a big game from Brown this week.",1
"Jets CB Aaron Glenn might draw him in coverage, and will not be able to handle him on crossing routes.",1
"  Zack Crockett , RB OAK - Free Agent Updated 12/08/00  Crockett should continue to be a factor in Oakland's offense this week.",1
Tyrone Wheatley is battling finger and ankle problems and the Raiders may need to use Crockett often against the Jets.,1
"   Rich Gannon , QB OAK - Fear Updated 12/08/00  Gannon might be Oakland's most productive player this week.",1
"Look for him to pick apart the inconsistent Jets secondary, especially with passes to Tim Brown.",1
   ,1
"Broncos , DT DEN - The Rounders Updated 12/08/00  ",1
Denver's defense has been ripped to shreds lately and will have a lot of trouble handling Seattle's Ricky Watters this week.,1
Watters totaled more than 200 yards from scrimmage against Denver on Nov. 26.,1
   ,1
"Chiefs , DT KC - Ramiro Updated 12/08/00  ",1
The Kansas City defense has underperformed lately but might rebound against the Panthers.,1
Brad Hoover doesn't present much of a threat to the front seven and the Kansas City defensive line should be able to get good pressure on Steve Beuerlein.,1
"  Todd Peterson , K KC - Free Agent Updated 12/08/00  Peterson might have one of his better games of the year this week.",1
The Kansas City passing game will ensure that Peterson will see quite a few chances to kick against Carolina.,1
"  Tony Richardson , RB KC - Risk Managers Updated 12/08/00  Richardson will regain the starting halfback job this week.",1
"He is an accomplished pass-catcher, but Richardson doesn't do much else and won't help many Fantasy playoff teams advance to the next round.",1
"  Tony Gonzalez , TE KC - FDIC Updated 12/08/00  ",1
"Another week, another big performance for Gonzalez.",1
"Look for the superstar TE to get in the end zone one or two times against the Panthers, who will not be able to contain him over the middle.",1
  ,1
"Derrick S. Alexander , WR KC - Risk Managers Updated 12/08/00  ",1
Alexander should post fine numbers against the Carolina secondary this week.,1
CBs Eric Davis and Doug Evans will not be able to keep up with him on deep routes.,1
"  Elvis Grbac , QB KC - Ramiro Updated 12/08/00  Grbac is looking healthy again and should perform well against Carolina.",1
He should be a solid performer for the remainder of the Fantasy postseason.,1
"  Kordell Stewart , QB PIT - Free Agent Updated 12/08/00  ",1
Stewart completed a full practice Friday and reported no trouble with his injured right leg.,1
"An MRI earlier in the week revealed no structural damage to Stewart's knee, coach Bill Cowher said.",1
His injury is officially listed as a strained upper calf.,1
Stewart is still a risky start against a tough Giants defense.,1
"  Jason Elam , K DEN - The Rounders Updated 12/08/00  ",1
Elam should see lots of scoring opportunities this week.,1
The Broncos will have no problem controlling the clock and scoreboard against Seattle.,1
  ,1
"Dwayne Carswell , TE DEN - The Rounders Updated 12/08/00  Carswell has become a reliable Fantasy tight end recently.",1
"He should perform well against the Seahawks, who have always been vulnerable over the middle.",1
"     Gus Frerotte , QB DEN - Fear Updated 12/08/00  Frerotte is an excellent choice to start this week.",1
"He should put up good numbers against Seattle, as long as he avoids CB Shawn Springs.",1
"   Ricky Watters , RB SEA - The Snake Pit Updated 12/08/00  Watters missed Thursday's practice with a turf toe injury but is expected to play Sunday.",1
"Last time he faced Denver on Nov. 26, he totaled 203 yards from scrimmage and scored a touchdown.",1
"  Jeff Graham , WR SD - The Snake Pit Updated 12/08/00  Graham won't need dental surgery after taking a hard hit in the mouth last week.",1
"He is listed as questionable for Sunday's game and is an extremely risky start, especially since San Diego faces the very tough Baltimore defense.",1
"  Kimble Anders , RB KC - The Snake Pit Updated 12/08/00  Anders has lost the starting halfback job.",1
"Tony Richardson will reclaim that spot, with Donnell Bennett taking over at fullback.",1
Frank Moreau will be used in short-yardage situations.,1
"Unless you're desperate, don't start any Kansas City RBs.",1
 ,1
More Updates  Breakdown?Schedule?,0
  Thrill Kill Cult,0
   ,1
"Player    Pos    Points    Brooks, Aaron   QB  71.0   Anderson, Mike   RB  67.0   Smith, Lamar   RB  26.0   Dawkins, Sean   WR  2.0   Glenn, Terry   WR  5.0   Ward, Hines   WR  5.0   Dilger, Ken   TE  1.0   Hanson, Jason   K  5.0   Saints   DT  2.0  ",0
[IMAGE]   TOTAL   ?   184.0   ,0
"[IMAGE]  Jackson, Darrell   WR  15.0   Dolphins   DT  24.0   Brunell, Mark   QB  36.0   Davis, Terrell   RB  0.0   Fiedler, Jay   QB  41.0   Hoover, Brad   RB  9.0   Rice, Jerry",0
"  WR  17.0   Sanders, Chris   WR",0
 4.0 [IMAGE],0
 at Meximullets,0
   ,1
"Player    Pos    Points    Garcia, Jeff   QB  54.0   Davis, Stephen   RB  7.0   Garner, Charlie   RB  12.0   Freeman, Antonio   WR  12.0   Holt, Torry   WR  2.0   Toomer, Amani   WR  4.0",0
  ,1
"Brady, Kyle   TE  5.0   Anderson, Gary   K  6.0   Redskins   DT  12.0  ",0
[IMAGE]   TOTAL   ?   114.0,0
"  [IMAGE]  Hicks, Skip   RB  0.0   Bryson, Shawn   RB  10.0   Autry, Darnell   RB  4.0   McNabb, Donovan   QB  38.0   Ravens   DT  0.0   Robinson, Marcus   WR  0.0   Schroeder, Bill   WR  16.0   Watson, Justin   RB  0.0 Copyright 2000 Commissioner.COM Inc and SportsLine.com Inc.",0
Your site is always at http://football.commissioner.com/kournFB10SP,0
[IMAGE]SuperBowl.com Playoff Challenge --,0
Experience the NFL playoffs like never before.,0
Select a team of 8 players and follow their performance from Wild Card week to the Big Game on Jan. 28.,0
Maybe your team will be the big winner come Super Bowl Sunday!,0
"Click here to play for FREE.The tab for SportsLine's FREE Fantasy Football is being picked up by Miller Lite, our favorite beer around here.",0
Check them out offline at your local bar or online with us.,0
Grab a Miller Lite.,0
It's Miller Time!Half time at the Super Bowl doesn't offer you more fireworks than the savings at Half.com.,0
 ,0
"Check out Half.com for HALF price on Music, Books, Movies & Games!Win The Fantasy Football Trip Of A Lifetime!",0
Love to surf the cbs.sportsline.com site?,0
You could win a 4-day/3-night weekend in Florida to attend Cris Carter's FAST Program in Florida!,0
Click here to get started now!Brought to you,0
bySponsorship BarYou are receiving these e-reports because you have signed up for CBS SportsLine Fantasy Football.,0
" To customize, reschedule, or turn off these reports please  click here  ",0
Player Updates?NFL Reports?,0
 ,0
Latest NFL Player News  ,1
"Chris Warren , RB PHI - Rocks Updated 12/10/00  ",1
"Warren arrived in Philadelphia on Friday, and practiced with the Eagles on Saturday.",1
"Although he hasn't had a lot of time to get familiar with the offensive scheme, he could get some action against Cleveland on Sunday.",1
"We wouldn't recommend starting him during the Fantasy playoffs this week, however.   ",1
"Ricky Watters , RB SEA - Rocks Updated 12/10/00  ",1
"Although Watters didn't practice all week because of a bad case of turf toe, Seattle Coach Mike Holmgren said he will start Sunday against Denver.",1
Watters is not on the injury report and medical reports say the toe is fine.,1
"  Rian Lindell , K SEA - Free Agent Updated 12/08/00  Lindell is a sleeper pick at kicker this week.",1
"Seattle should roll up good numbers against the Denver defense, which has underachieved for most of the year.",1
"   Sean Dawkins , WR SEA - Free Agent Updated 12/08/00  Dawkins has been inconsistent all year long.",1
"But the Broncos' pass defense is one of the most vulnerable units in football, and the Seattle WR has a chance to shine this week.",1
   ,1
"Seahawks , DT SEA - Baja Updated 12/08/00  ",1
Avoid Seattle's defense at all costs this week.,1
"Last time the Seahawks faced Denver, Mike Anderson rushed for nearly 200 yards and WR Rod Smith embarrassed them with 78 rushing yards on just three carries.",1
"  John Carney , K SD - Free Agent Updated 12/08/00  Carney won't be much of a factor this week.",1
San Diego will have a very hard time moving the ball into Baltimore's end of the field.,1
"  Freddie Jones , TE SD - Free Agent Updated 12/08/00  Jones might have a quiet outing this week.",1
Baltimore is very aware he is San Diego's top offensive option and will look to shut him down quickly.,1
"  Terrell Fletcher , RB SD - Free Agent Updated 12/08/00  Don't expect much from Fletcher this week.",1
The true strength of Baltimore's defense is its ability to squash the run.,1
The Ravens have shut down much more decorated backs all season long.,1
"   Ryan Leaf , QB SD - Free Agent Updated 12/08/00  After an interception-filled performance last week, Leaf is in for more problems on Sunday.",1
The Ravens' stellar defense will surely knock him around all day and Leaf will surely make some frustrating turnovers.,1
Under no cirumstances should you start him.,1
    ,1
"Chargers , DT SD - Free Agent Updated 12/08/00  ",1
"The Chargers might be able to contain RB Jamal Lewis this week, but the overworked and undermanned secondary will be torn apart by Trent Dilfer and speedsters such as Qadry Ismail and Pat Johnson.",1
"   Raiders , DT OAK - Matt Lenhart Updated 12/08/00",1
 Don't expect a solid performance from the Raiders' defense this week.,1
"Charles Woodson will have trouble with Wayne Chrebet, and Curtis Martin might be able to outrun the LBs on pitches and sweeps.",1
"  Andre Rison , WR OAK - Martin Cuilla Updated 12/08/00  ",1
The inconsistent Rison might show off his best form this week.,1
He will be too much for the Jets to handle on passing downs and should be a key third-down target.,1
"  Sebastian Janikowski , K OAK - McKay Neal Updated 12/08/00  ",1
The erratic Janikoswki will get a good amount of chances to kick this week.,1
The Raiders will move the ball in the air but might sputter against the Jets in the red zone.,1
"   Tim Brown , WR OAK - Hunter Shively Updated 12/08/00  Expect a big game from Brown this week.",1
"Jets CB Aaron Glenn might draw him in coverage, and will not be able to handle him on crossing routes.",1
"  Zack Crockett , RB OAK - Free Agent Updated 12/08/00  Crockett should continue to be a factor in Oakland's offense this week.",1
Tyrone Wheatley is battling finger and ankle problems and the Raiders may need to use Crockett often against the Jets.,1
"   Rich Gannon , QB OAK - McKay Neal Updated 12/08/00  Gannon might be Oakland's most productive player this week.",1
"Look for him to pick apart the inconsistent Jets secondary, especially with passes to Tim Brown.",1
   ,1
"Broncos , DT DEN - Hunter Shively Updated 12/08/00  ",1
Denver's defense has been ripped to shreds lately and will have a lot of trouble handling Seattle's Ricky Watters this week.,1
Watters totaled more than 200 yards from scrimmage against Denver on Nov. 26.,1
   ,1
"Chiefs , DT KC - Tori Kuykendall Updated 12/08/00  ",1
The Kansas City defense has underperformed lately but might rebound against the Panthers.,1
Brad Hoover doesn't present much of a threat to the front seven and the Kansas City defensive line should be able to get good pressure on Steve Beuerlein.,1
"  Todd Peterson , K KC - Free Agent Updated 12/08/00  Peterson might have one of his better games of the year this week.",1
The Kansas City passing game will ensure that Peterson will see quite a few chances to kick against Carolina.,1
"  Tony Richardson , RB KC - Top Dogs Updated 12/08/00  Richardson will regain the starting halfback job this week.",1
"He is an accomplished pass-catcher, but Richardson doesn't do much else and won't help many Fantasy playoff teams advance to the next round.",1
"  Tony Gonzalez , TE KC - The Klap Updated 12/08/00  ",1
"Another week, another big performance for Gonzalez.",1
"Look for the superstar TE to get in the end zone one or two times against the Panthers, who will not be able to contain him over the middle.",1
"  Derrick S. Alexander , WR KC - Martin Cuilla Updated 12/08/00  ",1
Alexander should post fine numbers against the Carolina secondary this week.,1
CBs Eric Davis and Doug Evans will not be able to keep up with him on deep routes.,1
"  Elvis Grbac , QB KC - Eric Bass Updated 12/08/00  Grbac is looking healthy again and should perform well against Carolina.",1
He should be a solid performer for the remainder of the Fantasy postseason.,1
"  Kordell Stewart , QB PIT - Free Agent Updated 12/08/00  ",1
Stewart completed a full practice Friday and reported no trouble with his injured right leg.,1
"An MRI earlier in the week revealed no structural damage to Stewart's knee, coach Bill Cowher said.",1
His injury is officially listed as a strained upper calf.,1
Stewart is still a risky start against a tough Giants defense.,1
  ,1
"Jason Elam , K DEN - Hunter Shively Updated 12/08/00  Elam should see lots of scoring opportunities this week.",1
The Broncos will have no problem controlling the clock and scoreboard against Seattle.,1
"  Dwayne Carswell , TE DEN - Free Agent Updated 12/08/00  Carswell has become a reliable Fantasy tight end recently.",1
"He should perform well against the Seahawks, who have always been vulnerable over the middle.",1
"     Gus Frerotte , QB DEN - Top Dogs Updated 12/08/00  Frerotte is an excellent choice to start this week.",1
"He should put up good numbers against Seattle, as long as he avoids CB Shawn Springs.",1
"   Ricky Watters , RB SEA - Rocks Updated 12/08/00  ",1
Watters missed Thursday's practice with a turf toe injury but is expected to play Sunday.,1
"Last time he faced Denver on Nov. 26, he totaled 203 yards from scrimmage and scored a touchdown.",1
"  Jeff Graham , WR SD - Martin Cuilla Updated 12/08/00  Graham won't need dental surgery after taking a hard hit in the mouth last week.",1
"He is listed as questionable for Sunday's game and is an extremely risky start, especially since San Diego faces the very tough Baltimore defense.",1
"  Kimble Anders , RB KC - Eric Bass Updated 12/08/00  Anders has lost the starting halfback job.",1
"Tony Richardson will reclaim that spot, with Donnell Bennett taking over at fullback.",1
Frank Moreau will be used in short-yardage situations.,1
"Unless you're desperate, don't start any Kansas City RBs.",1
 ,0
More Updates  Breakdown?Schedule?,0
  Eric Bass    Player,0
   ,1
Pos    Points,0
   ,1
"Grbac, Elvis   QB  27.0   Allen, James   RB  17.0   Smith, Robert   RB  24.0   Harrison, Marvin   WR  15.0   Hayes, Donald   WR  2.0   Horn, Joe   WR  17.0   Nedney, Joe   K  10.0   Lions   DT  4.0  ",0
[IMAGE]   TOTAL   ?   116.0   ,0
[IMAGE]  ,0
"Anders, Kimble   RB  1.0   McNabb, Donovan   QB  20.0   Davis, Terrell   RB  0.0   Morris, Sylvester   WR  1.0   Ravens   DT  0.0   Robinson, Marcus   WR  0.0",0
[IMAGE]  at Martin Cuilla,0
   ,1
Player    ,0
"Pos    Points    Garcia, Jeff   QB  24.0   James, Edgerrin",0
"  RB  7.0   Pittman, Michael   RB  10.0   Alexander, Derrick S.",0
"  WR  17.0   Graham, Jeff   WR",0
 6.0,0
"  Owens, Terrell   WR  9.0   Mare, Olindo   K  15.0   Saints   DT  1.0  ",0
[IMAGE]   TOTAL   ?   89.0,0
  ,1
[IMAGE]  ,0
"Dayne, Ron   RB  5.0   Jackson, Darrell   WR  15.0   Autry, Darnell   RB  4.0   Johnson, Rob   QB  3.0   Pathon, Jerome   WR  7.0   Rison, Andre   WR  3.0 Copyright 2000 Commissioner.COM Inc and SportsLine.com Inc.Your site is always at http://football.commissioner.com/eneFB10SP",0
[IMAGE]SuperBowl.com Playoff Challenge --,0
Experience the NFL playoffs like never==20before.,0
Select a team of 8 players and follow their performance from Wild==20Card week  to the Big Game on Jan. 28.,0
Maybe your team will be the big winn=er=20come Super Bowl Sunday!,0
"Click here to play for FREE.Answer 20 questions and==20win $1,000,000 !!",0
"The Active Army and the Army Reserve are always looking fo=r=20smart, motivated soldiers.",0
"If you=01,d like to find out more information ab=out=20the Army or Army Reserve, just click here.",0
Enter the Resorting to Golf=20Sweepstakes for a chance to win one of two 4-day/3-night deluxe Las Vegas==20golfing weekend.,0
"Airfare, transportation, hotel accommodations, golf and a==20world-famous breakfast can all be yours if you're one of our Grand Prize=20winners.",0
Click here to get started now!You,0
"are receiving these e-reports=20because you have signed up for CBS SportsLine Fantasy Basketball.  To=20customize, reschedule, or turn off these reports please  ",0
click here .,0
"Scoring?Statistics?=20Farragut Academy=20Player=20ST=20FT=203PT=20ORB=20DRB=20AST=20ST=20TO=20BK=20DD=20TD=20QD=202PM=20FPTS=20Best, Travis=20A93382897120024129.5 Bradley, Shawn=20A206160047100654.0 Garnett, Kevin=20A1804201234700027126.0 Hughes, Larry=20A23051118713200028120.5 O'Neal, Jermaine=20A8012204161220016112.0 Rose, Jalen=20A29302223815200031150.0[IMAGE]",0
TEAM TOTALS=20?=2089=206=2030=2097=2085=2028=2049=2031=205=200=200=20132=20692.0=20For games of 12/04/00 to,0
12/09/00=20Player,0
Updates?NBA,0
"Reports?=20Latest NBA Player News Elliot Perry , G PHO - Free Agent",1
Updated 12/08/00Th=e=20Suns have signed veteran guard Elliot Perry.,1
 He will be used primarily as==20Jason Kidd's backup but has limited Fantasy value.,1
" Chris Dudley , C PHO -==20Free Agent Updated 12/08/00Dudley was activated from the injured list and==20started in Thursday's game at Milwaukee.  ",1
"With the lack of depth at center,==20Dudley could be of good use in a larger Fantasy league, but don't use him i=n=20a smaller one.",1
"   Ruben Garces , F PHO - Free Agent Updated 12/08/00Garces==20was placed on the injured list to make room for C Chris Dudley.",1
 Garces is==20suffering from a bulging disc in his back.,1
 He is used primarily as a third==20center so he doesn't have a lot of Fantasy value.,1
 ,1
"Donyell Marshall , F UTA= -=20Free Agent Updated 12/08/00Marshall had missed the two games prior to=20Thursday's action because of a sprained knee, but returned to the lineup=20against Vancouver and had seven points and three rebounds in 14 minutes.",1
==20Because Marshall comes off the bench he doesn't have much Fantasy value.,1
 ,1
B=ut=20with him back in the rotation forwards Karl Malone and Bryon Russell will==20play less minutes now.,1
"    Carlos Rogers , F HOU - Free Agent Updated=2012/08/00Rogers will be sidelined indefinitely after suffering a sprained=20knee.",1
 He is a reserve forward with very little Fantasy value but his absen=ce=20will force the starting frontcourt to play more minutes.,1
 This could have==20positive or negative affects on their production.  ,1
"If you have Houston=20frontcourt players on your roster monitor them to see if they flourish or==20flounder under the current conditions.    Donnell Harvey , F DAL - Free Age=nt=20Updated 12/08/00Harvey",1
has,1
been activated from the injured list to make roo=m=20for the injured Greg Buckner.,1
 Harvey is a solid rebounder but won't receiv=e=20enough playing time to be a valuable Fantasy player.,1
"    Greg Buckner , G D=AL=20- Free Agent Updated 12/08/00Buckner will undergo surgery early next week t=o=20remove a cracked bone spur on his right foot.",1
 The surgery could sideline==20Buckner for 6-8 weeks.,1
 Rookie Donnell Harvey was activated form the injure=d=20list to make room for Buckner.,1
  This is the second time this season that h=e=20has been sidelined with the same injury.,1
